a,b,E_X_emp,E_X_teo,E_Y_emp,E_Y_teo,E_X2_emp,E_X2_teo,E_Y2_emp,E_Y2_teo,Var_X_emp,Var_X_teo,Var_Y_emp,Var_Y_teo,std_X_emp,std_X_teo,std_Y_emp,std_Y_teo,Cov_XY_emp,Cov_XY_teo,Corr_XY_emp,Corr_XY_teo
1.0,-1,0.49941437639093805,0.5,-0.6702241314587136,-0.6666666666666667,0.3297758685412864,0.3333333333333333,0.532838807557024,0.5333333333333334,0.08036114919533682,0.08333333333333333,0.083638421167437,0.0888888888888889,0.28348042118519723,0.28867513459481287,0.2892030794570435,0.29814239699997197,0.07920001370965495,0.08333333333333337,0.9650832156210766,0.9682458365518547
1.0,0,0.4965174451049751,0.5,0.3281839469312809,0.3333333333333333,0.3281839469312809,0.3333333333333333,0.19382683612469878,0.2,0.08165437363770894,0.08333333333333333,0.086122133101305,0.0888888888888889,0.2857522941950055,0.28867513459481287,0.2934657273027039,0.29814239699997197,0.08122427950512501,0.08333333333333334,0.967618673576715,0.9682458365518544
1.0,1,0.503555934970324,0.5,1.3378655080989066,1.3333333333333333,0.33786550809890664,0.3333333333333333,1.8774938725158967,1.8666666666666667,0.08429692845506938,0.08333333333333333,0.08760975475515126,0.08888888888888902,0.29033933328963435,0.28867513459481287,0.2959894504119214,0.2981423969999722,0.08330635406266672,0.08333333333333337,0.9684150017786949,0.968245836551854
1.0,2,0.5025096408944625,0.5,2.3380093735095326,2.3333333333333335,0.3380093735095323,0.3333333333333333,5.556752074126332,5.533333333333333,0.08549343431765061,0.08333333333333333,0.09046424350789585,0.08888888888888768,0.2923926030487957,0.28867513459481287,0.3007727439577859,0.2981423969999699,0.08531128021245697,0.08333333333333326,0.9690966401154544,0.96824583655186
1.0,4,0.4968863113366901,0.5,4.3314870118536835,4.333333333333333,0.3314870118536837,0.3333333333333333,18.85011707690268,18.866666666666667,0.08459100545990156,0.08333333333333333,0.08833734304552644,0.08888888888889213,0.290845329101056,0.28867513459481287,0.2972159871970659,0.2981423969999774,0.08366149650343194,0.08333333333333348,0.9668450033697736,0.9682458365518383
2.0,-1,0.4960332144864694,0.5,-0.3437947959843982,-0.33333333333333337,0.3281026020078009,0.3333333333333333,0.46463482711380105,0.4666666666666668,0.08205365213402106,0.08333333333333333,0.3464399653678471,0.3555555555555556,0.2864500866364349,0.28867513459481287,0.588591509765344,0.5962847939999439,0.16342148177961488,0.16666666666666669,0.968303900024613,0.9682458365518544
2.0,0,0.5062258610160953,0.5,0.6796613846357673,0.6666666666666666,0.33983069231788365,0.3333333333333333,0.8144934223095103,0.8,0.08356606995639651,0.08333333333333333,0.35255382454450185,0.3555555555555556,0.2890779651865505,0.28867513459481287,0.5937624310652383,0.5962847939999439,0.16612496987458533,0.16666666666666669,0.9668802722607438,0.9682458365518544
2.0,1,0.49253277009276225,0.5,1.650341274529639,1.6666666666666665,0.3251706372648196,0.3333333333333333,3.067098527783376,3.1333333333333333,0.08258210764956986,0.08333333333333333,0.34347220536726286,0.35555555555555607,0.28737102785348745,0.28867513459481287,0.5860650180374725,0.5962847939999444,0.16311899265232457,0.16666666666666674,0.9675674244754732,0.968245836551854
2.0,2,0.5053656198891068,0.5,2.6826018318973923,2.6666666666666665,0.3413009159486961,0.3333333333333333,7.5577704306492715,7.466666666666667,0.08590650618279498,0.08333333333333333,0.3614178421500262,0.35555555555555607,0.29309811698950744,0.28867513459481287,0.6011803740559286,0.5962847939999444,0.17068382980177915,0.16666666666666674,0.9676984481426905,0.968245836551854
2.0,4,0.5069679138654256,0.5,4.692136857399061,4.666666666666667,0.34606842869953036,0.3333333333333333,22.403215132386975,22.133333333333333,0.08905196301046873,0.08333333333333333,0.3870668438242407,0.35555555555555074,0.2984157552986583,0.28867513459481287,0.6221469632042261,0.5962847939999398,0.18044954733576085,0.16666666666666652,0.9709716526732111,0.96824583655186
